cell_id,fraternal,religious,veterans,country_clubs,civic,business,collectors,union,charitable,church_board,school_board,local_board
175,1.9840666666666666,3.11858,2.2366066666666664,1.2090266666666667,1.2067933333333334,0.8927733333333334,0.3696333333333333,2.9207733333333334,4.01276,2.35248,1.01016,0.5018933333333333
176,1.75362,2.72638,1.86476,1.14994,1.0544,0.88458,0.3173,2.70026,3.6435,2.0762,0.93336,0.4419
177,1.24544,1.9371,1.30368,0.7018599999999999,0.70182,0.51298,0.26102000000000003,1.99774,2.4500800000000003,1.39358,0.66002,0.31672
178,0.6692,1.0732333333333333,0.7197,0.39139999999999997,0.4040333333333333,0.3409,0.12626666666666667,1.1616,1.4141333333333332,0.7954666666666667,0.3788,0.17676666666666666
179,1.0038,1.60985,1.07955,0.5871,0.60605,0.51135,0.1894,1.7424,2.1212,1.1932,0.5682,0.26515
180,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0
182,2.0958,3.3134,2.2754,1.3373,1.2575,1.0579,0.3992,3.3733,4.4112,2.5349,1.1377,0.5389
183,1.8882125,2.9887125,2.1517,1.1724375,1.16075,0.8707750000000001,0.34495,2.81455,3.896975,2.280375,0.9565374999999999,0.48875
184,1.984275,3.10735,2.17904375,1.212,1.188,0.936875,0.36865,3.04215,4.05160625,2.34515,1.0375375,0.4982875
